nu			f_nu
1.48521513868e+15 1.99753684426e-15
1.48555736313e+15 1.99933995412e-15
1.48589974534e+15 2.00250180871e-15
1.48624154859e+15 2.00212501747e-15
1.48658424627e+15 2.00113404697e-15
1.48692636454e+15 2.00537811639e-15
1.48726864032e+15 2.00819117865e-15
1.4876110737e+15 2.00719885784e-15
1.48795366481e+15 2.00322077963e-15
1.48829641375e+15 2.0044010447e-15
1.48863932063e+15 2.00483376428e-15
1.48898164603e+15 2.00689393584e-15
1.48932486877e+15 2.00563034654e-15
1.48966750957e+15 2.00775469039e-15
1.49001104863e+15 2.00432492299e-15
1.49035400527e+15 2.0038084441e-15
1.49069711982e+15 2.00477932981e-15
1.4910403924e+15 2.00764102786e-15
1.4913838231e+15 2.00820266549e-15
1.49172741205e+15 2.01126144065e-15
1.49207041675e+15 2.01377883992e-15
1.49241432216e+15 2.01305323204e-15
1.49275838615e+15 2.01226022324e-15
1.49310186518e+15 2.01207588235e-15
1.49344550231e+15 2.01121741034e-15
1.49378929766e+15 2.01487054634e-15
1.49413325133e+15 2.01757742115e-15
1.49447736343e+15 2.01247747249e-15
1.49482163407e+15 2.01511443344e-15
1.49516606337e+15 2.01445497413e-15
1.49551065142e+15 2.01151135208e-15
1.49585465196e+15 2.01508529448e-15
1.49619955752e+15 2.01590144089e-15
1.4965438751e+15 2.01631568046e-15
1.49688835119e+15 2.02189226093e-15
1.4972329859e+15 2.02022428168e-15
1.49757777934e+15 2.01547542889e-15
1.49792273162e+15 2.0189668888e-15
1.49826784285e+15 2.0189739629e-15
1.49861236401e+15 2.01737674726e-15
1.49895779313e+15 2.01390593897e-15
1.4993026317e+15 2.00997181238e-15
1.49964837913e+15 2.01178432401e-15
1.49999353556e+15 2.00952299997e-15
1.5003388509e+15 2.01193551859e-15
1.50068432526e+15 2.01627999472e-15
1.50102995877e+15 2.01528486019e-15
1.50137575152e+15 2.01315684196e-15
1.50172170363e+15 2.01316216544e-15
1.50206706262e+15 2.01137079351e-15
1.50241333343e+15 2.01463730887e-15
1.50275901064e+15 2.01317829795e-15
1.50310484696e+15 2.00613372626e-15
1.50345159647e+15 2.00687027283e-15
1.50379775167e+15 2.00548137383e-15
1.50414406631e+15 2.00914037286e-15
1.50449054049e+15 2.01133498859e-15
1.50483717433e+15 2.00755543278e-15
1.50518321222e+15 2.01034637308e-15
1.50553016535e+15 2.00895587798e-15
1.50587652205e+15 2.00789933382e-15
1.50622379492e+15 2.00756961567e-15
1.50657047088e+15 2.00201197359e-15
1.50691730646e+15 2.00003183119e-15
1.50726430177e+15 2.00188879858e-15
1.50761145693e+15 2.00090085545e-15
1.50795877203e+15 2.00123469949e-15
1.5083062472e+15 2.00044482967e-15
1.50865312334e+15 2.00256171833e-15
1.50900091861e+15 1.99932926565e-15
1.50934811438e+15 1.99906910002e-15
1.50969546994e+15 1.99729229247e-15
1.51004374603e+15 1.99202212712e-15
1.51039142189e+15 1.98886580564e-15
1.51073849658e+15 1.98867623323e-15
1.51108725413e+15 1.99058787233e-15
1.51143464872e+15 1.99177763545e-15
1.51178296544e+15 1.99243772897e-15
1.51213068003e+15 1.99040441462e-15
1.51247931766e+15 1.9930993867e-15
1.51282735269e+15 1.9921824432e-15
1.51317554792e+15 1.98693473236e-15
1.51352466759e+15 1.98929772961e-15
1.51387241946e+15 1.98563037048e-15
1.5142218608e+15 1.98124091485e-15
1.51456993316e+15 1.98242638146e-15
1.5149189311e+15 1.98190590728e-15
1.51526808992e+15 1.98459183011e-15
1.51561664349e+15 1.98577223253e-15
1.51596535745e+15 1.98806237211e-15
1.51631499885e+15 1.98668819205e-15
1.51666403428e+15 1.98348771203e-15
1.51701323043e+15 1.98466392983e-15
1.51736258742e+15 1.98140080613e-15
1.51771210535e+15 1.98009693209e-15
1.51806178434e+15 1.98361836447e-15
1.51841085544e+15 1.98101203369e-15
1.51876085653e+15 1.98361659624e-15
1.51911024924e+15 1.98485284684e-15
1.51946057286e+15 1.98634563371e-15
1.51981028762e+15 1.98835881974e-15
1.5201601634e+15 1.98939423268e-15
1.5205102003e+15 1.99042806032e-15
1.52086039845e+15 1.99107054687e-15
1.52121075794e+15 1.99099758409e-15
1.52156127889e+15 1.99371473627e-15
1.52191118882e+15 1.99292781203e-15
1.52226203267e+15 1.99278735444e-15
1.52261226501e+15 1.99368537535e-15
1.52296343221e+15 1.99619941378e-15
1.5233139874e+15 1.99806502527e-15
1.52366470401e+15 1.99843971339e-15
1.52401558216e+15 2.00056007035e-15
1.52436662194e+15 2.00481164897e-15
1.52471782347e+15 2.00459912631e-15
1.52506841106e+15 2.00639084454e-15
1.52541993608e+15 2.00992167028e-15
1.52577084666e+15 2.0097072181e-15
1.52612269561e+15 2.00955479164e-15
1.52647392963e+15 2.01301493155e-15
1.52682532536e+15 2.01447321035e-15
1.52717688291e+15 2.01322373406e-15
1.52752860239e+15 2.01493686871e-15
1.52788048392e+15 2.01838560859e-15
1.5282325276e+15 2.02195919815e-15
1.52858473355e+15 2.02379262913e-15
1.52893632213e+15 2.02234776853e-15
1.52928885259e+15 2.02437078178e-15
1.52964076519e+15 2.03255806799e-15
1.52999283978e+15 2.03187947559e-15
1.53034507648e+15 2.03177827232e-15
1.53069747541e+15 2.03866637625e-15
1.53105003667e+15 2.04195802319e-15
1.53140276037e+15 2.04338801432e-15
1.53175564664e+15 2.04494411504e-15
1.53210791258e+15 2.04816446029e-15
1.53246112394e+15 2.04824409542e-15
1.53281371448e+15 2.0497959536e-15
1.5331664673e+15 2.05281591145e-15
1.53352016696e+15 2.05589422664e-15
1.53387324506e+15 2.05763005354e-15
1.53422648578e+15 2.05610817166e-15
1.53457988923e+15 2.06115875513e-15
1.53493345553e+15 2.0615485514e-15
1.53528639855e+15 2.06187569982e-15
1.53564029052e+15 2.06468466613e-15
1.53599355871e+15 2.06660090459e-15
1.53634698947e+15 2.06826009907e-15
1.53670137061e+15 2.06883332862e-15
1.53705512722e+15 2.0715698152e-15
1.53740904674e+15 2.07195109091e-15
1.53776312928e+15 2.07296674891e-15
1.53811737496e+15 2.07658472005e-15
1.53847178388e+15 2.07930996837e-15
1.53882556629e+15 2.08159002089e-15
1.53918030169e+15 2.08285042104e-15
1.53953441008e+15 2.08582274959e-15
1.5398894724e+15 2.08999344947e-15
1.5402439072e+15 2.08985502925e-15
1.5405985052e+15 2.09085557225e-15
1.54095326651e+15 2.0941957565e-15
1.54130819125e+15 2.09740570502e-15
1.54166327952e+15 2.10269822852e-15
1.54201773828e+15 2.10312181792e-15
1.54237315359e+15 2.10682650419e-15
1.5427279389e+15 2.10712020857e-15
1.54308368171e+15 2.11283755952e-15
1.54343879401e+15 2.1144514172e-15
1.54379406979e+15 2.11745008066e-15
1.54414950916e+15 2.12145354707e-15
1.54450511224e+15 2.1250117538e-15
1.54486087915e+15 2.13121018986e-15
1.54521680999e+15 2.13438170975e-15
1.54557210806e+15 2.1362309585e-15
1.54592836675e+15 2.14159633272e-15
1.5462847897e+15 2.14758448793e-15
1.54664057913e+15 2.15180992762e-15
1.54699653233e+15 2.16099065342e-15
1.54735344806e+15 2.16244125863e-15
1.5477097295e+15 2.16796920415e-15
1.54806537565e+15 2.17399518674e-15
1.54842198505e+15 2.18139137665e-15
1.54877875878e+15 2.18834159031e-15
1.54913569695e+15 2.19440816842e-15
1.54949199883e+15 2.20072105598e-15
1.54984926587e+15 2.20765067903e-15
1.5502058961e+15 2.21776418899e-15
1.5505626905e+15 2.22011836787e-15
1.55092045151e+15 2.22946353473e-15
1.55127757494e+15 2.23786513162e-15
1.55163405979e+15 2.24232888671e-15
1.55199151198e+15 2.25190062468e-15
1.55234912889e+15 2.25890644774e-15
1.55270691065e+15 2.26484562238e-15
1.55306405281e+15 2.27657424066e-15
1.55342216423e+15 2.28299648207e-15
1.55377963554e+15 2.29090811254e-15
1.55413727141e+15 2.2986251142e-15
1.55449507195e+15 2.30764003765e-15
1.55485303728e+15 2.31447067517e-15
1.55521116751e+15 2.32235035335e-15
1.55556946275e+15 2.33251947325e-15
1.55592792312e+15 2.34087861955e-15
1.55628574084e+15 2.35376036761e-15
1.55664453143e+15 2.3635887166e-15
1.55700267886e+15 2.36919517131e-15
1.55736180014e+15 2.37801465193e-15
1.55772027774e+15 2.39171952291e-15
1.5580789204e+15 2.40330665793e-15
1.55843772824e+15 2.41030438672e-15
1.55879670138e+15 2.42075772474e-15
1.55915502905e+15 2.43225392413e-15
1.55951433276e+15 2.44175931144e-15
1.5598738021e+15 2.45724497951e-15
1.56023262519e+15 2.46870621864e-15
1.56059242578e+15 2.48367009934e-15
1.56095157961e+15 2.49627870639e-15
1.56131089878e+15 2.50832018537e-15
1.56167038341e+15 2.52250608898e-15
1.56203003362e+15 2.5377249971e-15
1.56238984953e+15 2.54948217517e-15
1.56274983124e+15 2.56116619018e-15
1.56310916387e+15 2.57560859902e-15
1.56346947716e+15 2.58978834455e-15
1.56382914085e+15 2.60580007449e-15
1.56418978618e+15 2.621179411e-15
1.56454978139e+15 2.63317046602e-15
1.56490994233e+15 2.64717432869e-15
1.56527026914e+15 2.66067385613e-15
1.56563076192e+15 2.67514086835e-15
1.56599142078e+15 2.68463090612e-15
1.56635224585e+15 2.6974183597e-15
1.56671323723e+15 2.7096422598e-15
1.5670735759e+15 2.71683974378e-15
1.56743489988e+15 2.7324664775e-15
1.56779557063e+15 2.74563567927e-15
1.5681564074e+15 2.75292628373e-15
1.5685174103e+15 2.76271325609e-15
1.56887857945e+15 2.77157468436e-15
1.56923991497e+15 2.78103723088e-15
1.56960141697e+15 2.79238079658e-15
1.56996308556e+15 2.79847050349e-15
1.57032409832e+15 2.80406919493e-15
1.57068610007e+15 2.80856264363e-15
1.57104744546e+15 2.80824484439e-15
1.57140978083e+15 2.806524013e-15
1.57177145931e+15 2.80316469121e-15
1.57213330432e+15 2.80126656318e-15
1.57249531597e+15 2.79675646619e-15
1.57285749437e+15 2.78969874494e-15
1.57321983965e+15 2.78386078402e-15
1.57358235192e+15 2.7746292641e-15
1.57394420495e+15 2.76364937376e-15
1.57430705116e+15 2.75795006522e-15
1.57466923761e+15 2.74862227825e-15
1.57503159074e+15 2.73687948465e-15
1.57539493854e+15 2.72804967751e-15
1.57575762577e+15 2.72140843612e-15
1.57612048004e+15 2.71489341107e-15
1.57648350146e+15 2.70505842219e-15
1.57684669014e+15 2.69692362733e-15
1.57720921644e+15 2.68837549106e-15
1.57757273962e+15 2.67669214975e-15
1.57793643041e+15 2.6708721925e-15
1.57829945801e+15 2.66855795784e-15
1.57866265268e+15 2.66268792142e-15
1.57902684624e+15 2.65591571526e-15
1.5793903758e+15 2.64613999895e-15
1.57975407279e+15 2.6401654349e-15
1.58011710449e+15 2.63630456009e-15
1.58048113629e+15 2.63262407473e-15
1.58084533586e+15 2.6266013375e-15
1.58120970332e+15 2.61739825258e-15
1.58157340442e+15 2.61132909417e-15
1.58193810762e+15 2.60370089537e-15
1.58230214392e+15 2.59536148929e-15
1.5826663478e+15 2.58984822218e-15
1.58303071938e+15 2.58026210995e-15
1.58339525878e+15 2.5720623842e-15
1.58375996611e+15 2.56500752962e-15
1.58412484148e+15 2.55328814485e-15
1.58448988501e+15 2.54331430275e-15
1.58485425899e+15 2.53071946489e-15
1.58521963882e+15 2.51849149237e-15
1.58558434855e+15 2.51093825654e-15
1.58595006512e+15 2.4989082656e-15
1.58631511106e+15 2.48605527317e-15
1.58668032509e+15 2.47267618304e-15
1.58704570733e+15 2.46085963425e-15
1.58741125788e+15 2.45418109054e-15
1.58777697687e+15 2.44428955009e-15
1.58814202309e+15 2.42934530393e-15
1.58850807892e+15 2.41542372298e-15
1.58887346144e+15 2.40853977035e-15
1.58923985456e+15 2.39493650142e-15
1.58960557383e+15 2.3799204399e-15
1.58997146147e+15 2.37347607391e-15
1.59033836122e+15 2.36049954268e-15
1.59070374228e+15 2.35211149236e-15
1.59107013569e+15 2.34598332557e-15
1.59143669792e+15 2.33262233554e-15
1.5918034291e+15 2.32449115557e-15
1.59217032933e+15 2.31624818503e-15
1.59253655277e+15 2.30469687991e-15
1.59290294471e+15 2.29795199572e-15
1.59327035204e+15 2.28825069586e-15
1.59363708175e+15 2.2775542831e-15
1.59400398032e+15 2.27106554919e-15
1.59437104788e+15 2.26481849576e-15
1.59473828452e+15 2.25644958695e-15
1.59510569038e+15 2.25021357427e-15
1.59547241647e+15 2.24522452032e-15
1.59584016072e+15 2.24064994597e-15
1.59620722464e+15 2.23460696711e-15
1.59657530774e+15 2.22821279697e-15
1.59694270997e+15 2.22282777076e-15
1.59731113239e+15 2.21809242036e-15
1.59767887339e+15 2.2145403471e-15
1.59804678376e+15 2.21152036177e-15
1.59841401137e+15 2.20632888387e-15
1.59878226043e+15 2.20384308699e-15
1.5991506792e+15 2.20130012368e-15
1.59951926781e+15 2.20063808326e-15
1.59988717256e+15 2.19645626836e-15
1.6002561008e+15 2.19186454756e-15
1.60062434462e+15 2.18727869679e-15
1.60099275797e+15 2.18703421214e-15
1.60136134095e+15 2.18262919017e-15
1.60173009368e+15 2.18507969537e-15
1.60209901627e+15 2.18331247363e-15
1.60246810885e+15 2.17932274417e-15
1.60283737154e+15 2.18089203628e-15
1.60320594709e+15 2.18111699414e-15
1.60357554994e+15 2.17590465528e-15
1.6039444651e+15 2.17648073874e-15
1.60431440858e+15 2.18020562914e-15
1.60468366382e+15 2.17657661039e-15
1.60505308908e+15 2.1795407697e-15
1.60542268448e+15 2.17556423348e-15
1.60579245012e+15 2.17823339845e-15
1.60616238614e+15 2.1813653544e-15
1.60653163173e+15 2.17966414697e-15
1.60690190845e+15 2.1780196667e-15
1.60727235588e+15 2.17666681955e-15
1.60764211206e+15 2.17822363724e-15
1.6080129009e+15 2.17669622873e-15
1.60838299792e+15 2.17859870776e-15
1.60875326535e+15 2.17991819106e-15
1.60912370329e+15 2.17682559602e-15
1.60949431187e+15 2.17646124265e-15
1.6098650912e+15 2.17586463188e-15
1.61023517652e+15 2.17422714211e-15
1.61060629732e+15 2.17293566459e-15
1.61097758922e+15 2.16851835026e-15
1.61134818627e+15 2.16838900848e-15
1.61171982035e+15 2.16588525333e-15
1.61209075901e+15 2.16650746127e-15
1.61246186846e+15 2.16441234658e-15
1.61283314881e+15 2.15919932721e-15
1.61320460017e+15 2.15387494972e-15
1.61357622267e+15 2.15484504451e-15
1.61394714755e+15 2.15195117141e-15
1.61431911229e+15 2.14859571635e-15
1.61469124851e+15 2.14253410178e-15
1.61506268626e+15 2.14028146339e-15
1.61543429495e+15 2.13549686998e-15
1.61580694556e+15 2.12950516319e-15
1.61617889685e+15 2.12668435979e-15
1.61655101943e+15 2.12823521535e-15
1.61692331341e+15 2.12535876986e-15
1.6172957789e+15 2.12208219157e-15
1.61766841604e+15 2.11633901788e-15
1.61804035164e+15 2.11031578549e-15
1.618413332e+15 2.10515561371e-15
1.61878561026e+15 2.09994445678e-15
1.61915893433e+15 2.09479247488e-15
1.61953155573e+15 2.09251108925e-15
1.61990434867e+15 2.08645205978e-15
1.62027731328e+15 2.08343126103e-15
1.62065044966e+15 2.07841036877e-15
1.62102375795e+15 2.07545190794e-15
1.62139723826e+15 2.07009506974e-15
1.62177001338e+15 2.0572039639e-15
1.62214383767e+15 2.05071712978e-15
1.62251783434e+15 2.04355072701e-15
1.62289112498e+15 2.03707706191e-15
1.62326458741e+15 2.03385895618e-15
1.62363910112e+15 2.03069796149e-15
1.62401290792e+15 2.03181413707e-15
1.62438688689e+15 2.02683571858e-15
1.62476103814e+15 2.0233979971e-15
1.62513448082e+15 2.02167171185e-15
1.62550897658e+15 2.01300670126e-15
1.62588364498e+15 2.01094228637e-15
1.62625760395e+15 2.00706332057e-15
1.62663261757e+15 2.00318511125e-15
1.62700692119e+15 2.00084452708e-15
1.62738139712e+15 1.99600917293e-15
1.62775604546e+15 1.99423985031e-15
1.62813086635e+15 1.98980748729e-15
1.62850585989e+15 1.98435877323e-15
1.62888102621e+15 1.98367131513e-15
1.62925636543e+15 1.98287065222e-15
1.62963187766e+15 1.97714787654e-15
1.63000667678e+15 1.973467732e-15
1.630382535e+15 1.97103175612e-15
1.63075767952e+15 1.96498359424e-15
1.63113299672e+15 1.96616893476e-15
1.63150848672e+15 1.96227231638e-15
1.63188414964e+15 1.95634749879e-15
1.63225998559e+15 1.95680016956e-15
1.6326359947e+15 1.95026201867e-15
1.63301217709e+15 1.94857478796e-15
1.63338853287e+15 1.94964803804e-15
1.63376417182e+15 1.94695028121e-15
1.63414087434e+15 1.94166405755e-15
1.63451685945e+15 1.94122080144e-15
1.63489301761e+15 1.94044005471e-15
1.63526934895e+15 1.93550151203e-15
1.63564674597e+15 1.93651795256e-15
1.63602253162e+15 1.93467412556e-15
1.6363993832e+15 1.93260482881e-15
1.63677640842e+15 1.93227543888e-15
1.63715360743e+15 1.93076850771e-15
1.63753008587e+15 1.93352294852e-15
1.63790763236e+15 1.92652691934e-15
1.63828445771e+15 1.92827188768e-15
1.63866235218e+15 1.92894937697e-15
1.63903952492e+15 1.92962773589e-15
1.63941687133e+15 1.92314916161e-15
1.63979439152e+15 1.92338131568e-15
1.64017208563e+15 1.92316582509e-15
1.64054995376e+15 1.92166590748e-15
1.64092709787e+15 1.92574896368e-15
1.64130531401e+15 1.92212855151e-15
1.64168370454e+15 1.9228035822e-15
1.64206137016e+15 1.92403672444e-15
1.64243920959e+15 1.92153633439e-15
1.64281812318e+15 1.92220887116e-15
1.64319631099e+15 1.92210322386e-15
1.64357467296e+15 1.92138522765e-15
1.64395320922e+15 1.92066728148e-15
1.64433191987e+15 1.92089407832e-15
1.64470990274e+15 1.92401048367e-15
1.64508896215e+15 1.92467846252e-15
1.64546819633e+15 1.92673254896e-15
1.64584670183e+15 1.92479255514e-15
1.6462253815e+15 1.92401802538e-15
1.64660513987e+15 1.92595690982e-15
1.64698416867e+15 1.92407350733e-15
1.647363372e+15 1.92141610501e-15
1.64774275e+15 1.92158289581e-15
1.64812230277e+15 1.92335305284e-15
1.64850203044e+15 1.92672435964e-15
1.64888102623e+15 1.92489925766e-15
1.64926110364e+15 1.92252072224e-15
1.64964044857e+15 1.92218876401e-15
1.65002087621e+15 1.92500008115e-15
1.65040057077e+15 1.92179762954e-15
1.65078044013e+15 1.91914888265e-15
1.6511613938e+15 1.91490162106e-15
1.65154070368e+15 1.91578488559e-15
1.65192109812e+15 1.91771077449e-15
1.65230166783e+15 1.91325017491e-15
1.65268241293e+15 1.9178147201e-15
1.65306333355e+15 1.91423671629e-15
1.65344351788e+15 1.91192757357e-15
1.65382478946e+15 1.91187013727e-15
1.65420532416e+15 1.9121986156e-15
1.65458603402e+15 1.91175781525e-15
1.65496691915e+15 1.90868361649e-15
1.65534797968e+15 1.90714696488e-15
1.65572921574e+15 1.90643323796e-15
1.65611062744e+15 1.90385695609e-15
1.6564922149e+15 1.90007778084e-15
1.65687397824e+15 1.90265040038e-15
1.65725500146e+15 1.90429213263e-15
1.65763711652e+15 1.89887570821e-15
1.65801849086e+15 1.89849416562e-15
1.65840004071e+15 1.90007910069e-15
1.65878268404e+15 1.89914798581e-15
1.65916458574e+15 1.89843754877e-15
1.65954666333e+15 1.8967451559e-15
1.65992891693e+15 1.89668964144e-15
1.66031042716e+15 1.89374687203e-15
1.66069303272e+15 1.8901503447e-15
1.66107581467e+15 1.8922199016e-15
1.66145785233e+15 1.88873714058e-15
1.66184098697e+15 1.89412296822e-15
1.66222337673e+15 1.8921096061e-15
1.6626059425e+15 1.88928216564e-15
1.66298960689e+15 1.89031208102e-15
1.66337160257e+15 1.88841215443e-15
1.66375469712e+15 1.88830253061e-15
1.66413796817e+15 1.88862644932e-15
1.66452141584e+15 1.88591257236e-15
1.66490504027e+15 1.88607347606e-15
1.66528791653e+15 1.88721097304e-15
1.66567189439e+15 1.88520371387e-15
1.66605512347e+15 1.88666414865e-15
1.66643945525e+15 1.88714664252e-15
1.66682303765e+15 1.88881996192e-15
1.66720679668e+15 1.89146414437e-15
1.66759073246e+15 1.89551009348e-15
1.6679748451e+15 1.8950152137e-15
1.6683582063e+15 1.89047370937e-15
1.66874267263e+15 1.89230052033e-15
1.6691273162e+15 1.8986552839e-15
1.66951120739e+15 1.8999384865e-15
1.66989620537e+15 1.89927804512e-15
1.67028045037e+15 1.90244356733e-15
1.67066487224e+15 1.90388294326e-15
1.67104947111e+15 1.90128483411e-15
1.67143517896e+15 1.90245117539e-15
1.67181920031e+15 1.90603918307e-15
1.67220433088e+15 1.9049463801e-15
1.67258963894e+15 1.9075061459e-15
1.67297512461e+15 1.91296186124e-15
1.67335985398e+15 1.91562381717e-15
1.6737456948e+15 1.91323896184e-15
1.6741307787e+15 1.9136991339e-15
1.67451603984e+15 1.91790921516e-15
1.67490241409e+15 1.91595325011e-15
1.6752880305e+15 1.91881881043e-15
1.67567382451e+15 1.92055739545e-15
1.67605979625e+15 1.91983340405e-15
1.67644500837e+15 1.9185235371e-15
1.6768313355e+15 1.92015115544e-15
1.67721784072e+15 1.92172325028e-15
1.67760358539e+15 1.92318866093e-15
1.67799044674e+15 1.91712575052e-15
1.67837654692e+15 1.91779062646e-15
1.67876282483e+15 1.91744131406e-15
1.67914928057e+15 1.91517329003e-15
1.67953591429e+15 1.91359919008e-15
1.67992272609e+15 1.91394258865e-15
1.68030971611e+15 1.91018743208e-15
1.68069688447e+15 1.90824363583e-15
1.68108423128e+15 1.91204305337e-15
1.68147081358e+15 1.90712513888e-15
1.68185851725e+15 1.90199653484e-15
1.68224545577e+15 1.90138713502e-15
1.68263257239e+15 1.89918561773e-15
1.68302081205e+15 1.89836255424e-15
1.68340828563e+15 1.89271693208e-15
1.68379593767e+15 1.89460131436e-15
1.68418376828e+15 1.89282833008e-15
1.6845717776e+15 1.89359783408e-15
1.68495901872e+15 1.89235709324e-15
1.68534738537e+15 1.89111476677e-15
1.6857349832e+15 1.88897625011e-15
1.68612370768e+15 1.88974370706e-15
1.68651166271e+15 1.88919134826e-15
1.68690074551e+15 1.88573272072e-15
1.68728905823e+15 1.88132882073e-15
1.68767754978e+15 1.88463021813e-15
1.68806622026e+15 1.88186425098e-15
1.6884550698e+15 1.87973267733e-15
1.68884314714e+15 1.87986980481e-15
1.68923235474e+15 1.88258420075e-15
1.68962174177e+15 1.87976923968e-15
1.69001035566e+15 1.8814825758e-15
1.69040010149e+15 1.87982633226e-15
1.69078907355e+15 1.87770010951e-15
1.69117822466e+15 1.87977798093e-15
1.69156755494e+15 1.87618226317e-15
1.69195706452e+15 1.87888755766e-15
1.69234675353e+15 1.87776006319e-15
1.69273662208e+15 1.87705250954e-15
1.6931266703e+15 1.87618777015e-15
1.69351689831e+15 1.87474694897e-15
1.69390634914e+15 1.87430391203e-15
1.69429693668e+15 1.87542879861e-15
1.6946867464e+15 1.8745138134e-15
1.69507673553e+15 1.8769981074e-15
1.6954669042e+15 1.87765011347e-15
1.69585725252e+15 1.87642011423e-15
1.69624874037e+15 1.87644182245e-15
1.69663848863e+15 1.87443149203e-15
1.69702937667e+15 1.87513326719e-15
1.69742044486e+15 1.875625205e-15
1.69781169334e+15 1.87757557742e-15
1.69820216025e+15 1.87785846743e-15
1.69859376921e+15 1.87845083229e-15
1.69898459598e+15 1.87831544633e-15
1.69937560263e+15 1.87864784575e-15
1.6997667893e+15 1.87923936573e-15
1.70015815612e+15 1.87821834264e-15
1.70054970319e+15 1.87787310017e-15
1.70094143065e+15 1.88303245818e-15
1.70133333863e+15 1.88102303618e-15
1.70172542724e+15 1.8817128858e-15
1.70211673022e+15 1.88183316545e-15
1.70250918004e+15 1.88464613619e-15
1.70290084358e+15 1.88776893754e-15
1.70329268736e+15 1.88617541837e-15
1.7036856797e+15 1.88701361034e-15
1.7040778848e+15 1.8870247035e-15
1.70447027052e+15 1.88574223632e-15
1.70486283698e+15 1.89030179474e-15
1.70525558431e+15 1.89165298899e-15
1.70564754222e+15 1.89150673797e-15
1.70604065123e+15 1.89228708063e-15
1.70643394147e+15 1.88847378559e-15
1.70682644133e+15 1.8938459573e-15
1.707220094e+15 1.90173645032e-15
1.70761295563e+15 1.9080754014e-15
1.70800599811e+15 1.91008156882e-15
1.70839922157e+15 1.91275452845e-15
1.70879262613e+15 1.91228556064e-15
1.70918621191e+15 1.9115592514e-15
1.70957997905e+15 1.91026750031e-15
1.70997392766e+15 1.91406350885e-15
1.71036708208e+15 1.91796032287e-15
1.71076139357e+15 1.91661424262e-15
1.71115491022e+15 1.91978667481e-15
1.71154958509e+15 1.92151723467e-15
1.71194346447e+15 1.92063314128e-15
1.71233752518e+15 1.91995422682e-15
1.71273176735e+15 1.92275830651e-15
1.71312619109e+15 1.92576398055e-15
1.71352079654e+15 1.9274357734e-15
1.71391558382e+15 1.92608758966e-15
1.71431055305e+15 1.9225416172e-15
1.71470472362e+15 1.92671696991e-15
1.71510005669e+15 1.9241943244e-15
1.71549459045e+15 1.92193086729e-15
1.71589028786e+15 1.92283066183e-15
1.7162851853e+15 1.9202116353e-15
1.71668026455e+15 1.92136729393e-15
1.71707552573e+15 1.92180781783e-15
1.71747096897e+15 1.91588007513e-15
1.71786659439e+15 1.91672881512e-15
1.71826240212e+15 1.91416646063e-15
1.71865740701e+15 1.91323581525e-15
1.71905357928e+15 1.91301504532e-15
1.71944894806e+15 1.90801890122e-15
1.71984548538e+15 1.90525965001e-15
1.72024121854e+15 1.9027076149e-15
1.72063713387e+15 1.90162909402e-15
1.72103421948e+15 1.89988932454e-15
1.72143049995e+15 1.8962259836e-15
1.72182696295e+15 1.89631577616e-15
1.72222360861e+15 1.89478385074e-15
1.72261944724e+15 1.89386251666e-15
1.72301645815e+15 1.89228131499e-15
1.72341266137e+15 1.89232193735e-15
1.72381003802e+15 1.88978097929e-15
1.72420660633e+15 1.8862836568e-15
1.72460434924e+15 1.88061453421e-15
1.72500128314e+15 1.87899173714e-15
1.72539839979e+15 1.87519958339e-15
1.72579569933e+15 1.87393271232e-15
1.72619318188e+15 1.87649867641e-15
1.72659084757e+15 1.87815445706e-15
1.72698770167e+15 1.87366414636e-15
1.72738573356e+15 1.87471425739e-15
1.72778394896e+15 1.87727275534e-15
1.72818135177e+15 1.87359219996e-15
1.72857993413e+15 1.86885628539e-15
1.72897770324e+15 1.87337454572e-15
1.72937565545e+15 1.87286414223e-15
1.7297737909e+15 1.87391030926e-15
1.73017210971e+15 1.87430241031e-15
1.730570612e+15 1.87785424943e-15
1.73096929791e+15 1.87713975458e-15
1.73136816755e+15 1.87752803852e-15
1.73176722106e+15 1.87395743087e-15
1.73216545774e+15 1.87099260699e-15
1.73256487891e+15 1.87383405928e-15
1.73296348257e+15 1.87062067543e-15
1.73336226969e+15 1.87351066525e-15
1.73376124038e+15 1.87419804885e-15
1.73416139792e+15 1.87832942807e-15
1.73456073661e+15 1.88205905948e-15
1.73495925521e+15 1.8799466374e-15
1.73535896149e+15 1.879679438e-15
1.73575885198e+15 1.87841448052e-15
1.73615892682e+15 1.87665161716e-15
1.73655818022e+15 1.8773831722e-15
1.73695862365e+15 1.8798045313e-15
1.73735824498e+15 1.87256820804e-15
1.73775805023e+15 1.86777597177e-15
1.73815904729e+15 1.86591961807e-15
1.73855922124e+15 1.8668999999e-15
1.73895957948e+15 1.86787888584e-15
1.73936012216e+15 1.87302805237e-15
1.73976084941e+15 1.87787403426e-15
1.74016075125e+15 1.88028584312e-15
1.74056184753e+15 1.87753472735e-15
1.74096211773e+15 1.87607661479e-15
1.74136358356e+15 1.87456752031e-15
1.74176422264e+15 1.87251659888e-15
1.74216504611e+15 1.87145705373e-15
1.74256706698e+15 1.8635672859e-15
1.74296826009e+15 1.86256110414e-15
1.74336963797e+15 1.8613575132e-15
1.74377120076e+15 1.8620321345e-15
1.74417193383e+15 1.8653253981e-15
1.74457386635e+15 1.86560144688e-15
