nu			f_nu
4.8427208182e+14 2.9073014126e-15
4.84383659606e+14 2.89042000813e-15
4.84495132221e+14 2.90427947031e-15
4.8460673449e+14 2.92452227872e-15
4.84718388185e+14 2.90701491249e-15
4.84829936527e+14 2.93171870296e-15
4.84941614667e+14 2.93786300684e-15
4.85053265787e+14 2.94080857488e-15
4.85164968331e+14 2.91885582275e-15
4.85276722335e+14 2.9109654173e-15
4.85388449245e+14 2.92029482239e-15
4.85500227614e+14 2.90539185105e-15
4.85612057477e+14 2.9089854026e-15
4.85723860173e+14 2.9004690141e-15
4.85835714361e+14 2.90978969045e-15
4.85947620077e+14 2.91400433309e-15
4.86059498552e+14 2.89596225649e-15
4.86171428553e+14 2.90781305315e-15
4.86283410117e+14 2.91011477894e-15
4.86395364364e+14 2.90670485865e-15
4.86507370172e+14 2.91154964695e-15
4.86619427576e+14 2.9113129297e-15
4.86731536613e+14 2.92692472755e-15
4.86843618258e+14 2.93872492474e-15
4.86955672437e+14 2.93657422556e-15
4.87067857343e+14 2.9299901896e-15
4.87180014782e+14 2.92088001375e-15
4.87292223885e+14 2.92506533976e-15
4.87404405447e+14 2.94316123347e-15
4.87516638672e+14 2.93785514007e-15
4.87628923596e+14 2.92812344548e-15
4.87741260256e+14 2.94240055815e-15
4.87853489908e+14 2.93456969925e-15
4.87965850646e+14 2.90845094415e-15
4.88078263153e+14 2.90631665294e-15
4.88190647966e+14 2.9104887198e-15
4.88303084547e+14 2.91718290919e-15
4.88415493359e+14 2.91882580592e-15
4.88528033545e+14 2.9116576735e-15
4.88640466316e+14 2.90260928033e-15
4.88753030533e+14 2.89544801922e-15
4.88865566903e+14 2.89081445168e-15
4.8897815511e+14 2.85539223276e-15
4.89090795187e+14 2.85202949477e-15
4.89203407343e+14 2.88132329112e-15
4.89316071369e+14 2.87481939735e-15
4.89428707397e+14 2.86581250766e-15
4.89541475232e+14 2.86057384e-15
4.89654135093e+14 2.86411439244e-15
4.89766926831e+14 2.88706779539e-15
4.89879770545e+14 2.88119867356e-15
4.89992506097e+14 2.86845202149e-15
4.90105373671e+14 2.88949337741e-15
4.90218213095e+14 2.88425560602e-15
4.9033110449e+14 2.87089745385e-15
4.90444047891e+14 2.86817610719e-15
4.90556963065e+14 2.87044600568e-15
4.90669930244e+14 2.86522391553e-15
4.90782949464e+14 2.87623062566e-15
4.9089602076e+14 2.87163236181e-15
4.91008983332e+14 2.88449570784e-15
4.9112207836e+14 2.87989698245e-15
4.91235145006e+14 2.88900697668e-15
4.91348263725e+14 2.88814367949e-15
4.91461434553e+14 2.897239658e-15
4.9157457692e+14 2.90570550416e-15
4.91687852036e+14 2.89675343896e-15
4.91801018011e+14 2.92011998023e-15
4.91914316806e+14 2.93973755316e-15
4.92027587063e+14 2.9680260932e-15
4.92140909495e+14 3.00000978879e-15
4.92254203313e+14 3.02142285655e-15
4.92367630169e+14 3.03909554036e-15
4.92480947506e+14 3.07843550993e-15
4.92594397953e+14 3.08615729103e-15
4.92707819706e+14 3.07777980523e-15
4.92821293703e+14 3.07250227997e-15
4.9293481998e+14 3.05857159053e-15
4.93048317484e+14 3.04898647092e-15
4.93161786139e+14 3.04002181916e-15
4.93275388197e+14 3.00451065659e-15
4.93389042604e+14 2.98199908677e-15
4.93502586921e+14 2.96875716137e-15
4.93616264785e+14 2.96169204692e-15
4.9372991372e+14 2.94046311295e-15
4.93843615e+14 2.91616619172e-15
4.9395736866e+14 2.92453442852e-15
4.94071093312e+14 2.92797083875e-15
4.94184870342e+14 2.90863326681e-15
4.94298699787e+14 2.90223273203e-15
4.94412500144e+14 2.89829680225e-15
4.94526352913e+14 2.87347442546e-15
4.9464025813e+14 2.89227535818e-15
4.94754134181e+14 2.88220942422e-15
4.94868144364e+14 2.8758321212e-15
4.94982043654e+14 2.87497484454e-15
4.95096077148e+14 2.86554712391e-15
4.95210081396e+14 2.88675655907e-15
4.95324138159e+14 2.9061083223e-15
4.95438165597e+14 2.8783085017e-15
4.95552245546e+14 2.851145199e-15
4.95666378044e+14 2.87537735721e-15
4.95780563127e+14 2.87269598547e-15
4.95894718803e+14 2.85229198709e-15
4.96008844997e+14 2.84534263397e-15
4.96123105835e+14 2.85793796293e-15
4.96237337188e+14 2.8607531134e-15
4.96351621155e+14 2.85625234499e-15
4.96465957774e+14 2.86211183985e-15
4.96580264827e+14 2.85761371747e-15
4.96694624529e+14 2.82571228185e-15
4.96809036915e+14 2.83096721883e-15
4.96923419655e+14 2.85265222874e-15
4.97037855077e+14 2.85911153306e-15
4.97152343217e+14 2.86130858693e-15
4.9726680163e+14 2.84709147377e-15
4.97381312758e+14 2.84807646154e-15
4.9749579408e+14 2.85816669733e-15
4.9761041071e+14 2.87310014503e-15
4.9772499753e+14 2.86982442105e-15
4.97839637136e+14 2.87261316083e-15
4.97954246853e+14 2.88328287461e-15
4.98068909351e+14 2.89454147247e-15
4.98183624668e+14 2.87612422639e-15
4.98298392839e+14 2.8776919952e-15
4.98413131039e+14 2.87986925158e-15
4.9852783919e+14 2.86873810529e-15
4.98642683091e+14 2.85942819453e-15
4.9875749694e+14 2.88154129062e-15
4.98872363673e+14 2.88068538616e-15
4.98987283327e+14 2.87319743101e-15
4.99102172847e+14 2.86571038043e-15
4.99217115285e+14 2.86305850094e-15
4.99332027509e+14 2.87667978231e-15
4.99447075854e+14 2.86980106496e-15
4.99562093981e+14 2.88340487839e-15
4.99677081812e+14 2.90782835692e-15
4.99792205913e+14 2.92079879641e-15
4.99907299714e+14 2.94397827254e-15
5.00022363137e+14 2.93167411475e-15
5.00137562978e+14 2.93860707848e-15
5.00252732436e+14 2.92151764387e-15
5.00367954949e+14 2.91645151548e-15
5.00483147e+14 2.92698016668e-15
5.005983921e+14 2.94829050401e-15
5.00713690288e+14 2.94860490557e-15
5.0082895793e+14 2.93873571272e-15
5.00944362363e+14 2.94025582832e-15
5.01059652502e+14 2.9549359126e-15
5.01175079504e+14 2.94926197471e-15
5.01290475877e+14 2.94658887885e-15
5.01405925402e+14 2.95048540262e-15
5.01521344218e+14 2.9543843621e-15
5.01636816183e+14 2.95588445192e-15
5.01752341333e+14 2.96813091262e-15
5.01867919705e+14 2.9588836359e-15
5.01983551337e+14 2.9550163116e-15
5.02099152171e+14 2.94936461624e-15
5.0221472213e+14 2.93180378258e-15
5.02330345303e+14 2.93866548111e-15
5.02446105936e+14 2.94254903901e-15
5.0256175144e+14 2.951784131e-15
5.02677534477e+14 2.96338728601e-15
5.02793286551e+14 2.95298888327e-15
5.02909007582e+14 2.94022379885e-15
5.03024866296e+14 2.94884542322e-15
5.03140693962e+14 2.95508504516e-15
5.03256574983e+14 2.96606995981e-15
5.03372509394e+14 2.97288700977e-15
5.03488412673e+14 2.96191655653e-15
5.03604284742e+14 2.96458229371e-15
5.03720294793e+14 2.98383014543e-15
5.03836358304e+14 2.98352099999e-15
5.03952305884e+14 2.98144425568e-15
5.04068391595e+14 2.9835009829e-15
5.04184446006e+14 2.97610459834e-15
5.0430055387e+14 2.97048057357e-15
5.04416715222e+14 2.97785834149e-15
5.04532845191e+14 2.99466759613e-15
5.04649028644e+14 2.976657143e-15
5.04765265619e+14 2.97399490133e-15
5.04881471125e+14 2.973103495e-15
5.04997815215e+14 3.00756125069e-15
5.05114042726e+14 3.01665974744e-15
5.05230408895e+14 3.01221531029e-15
5.05346743508e+14 3.01071681274e-15
5.05463131708e+14 3.01098299903e-15
5.05579488269e+14 3.0159574086e-15
5.05695898413e+14 3.02033285999e-15
5.05812362176e+14 3.02587787397e-15
5.05928879596e+14 3.04785295817e-15
5.06045365289e+14 3.05337929705e-15
5.06161904635e+14 3.05714604887e-15
5.06278497669e+14 3.05152338617e-15
5.06395058892e+14 3.05703852843e-15
5.065116738e+14 3.07660919644e-15
5.06628256812e+14 3.10727838218e-15
5.0674497916e+14 3.12153990647e-15
5.06861669608e+14 3.13519766576e-15
5.06978413811e+14 3.14826312238e-15
5.0709512603e+14 3.15722645906e-15
5.07211891999e+14 3.1685108578e-15
5.07328797607e+14 3.17219961344e-15
5.07445585332e+14 3.18113762014e-15
5.07562426839e+14 3.20056457582e-15
5.07679322165e+14 3.20539852898e-15
5.07796271347e+14 3.21488857563e-15
5.07913102319e+14 3.22728318124e-15
5.08030073154e+14 3.24956097141e-15
5.08147097878e+14 3.27414478028e-15
5.08264176528e+14 3.28823568906e-15
5.0838122293e+14 3.30115097982e-15
5.08498237003e+14 3.2913920271e-15
5.08615304955e+14 3.31301111861e-15
5.08732513153e+14 3.36595217057e-15
5.08849602644e+14 3.38402855564e-15
5.08966832456e+14 3.37541103206e-15
5.09084029846e+14 3.36215770696e-15
5.09201281222e+14 3.35123924657e-15
5.09318500092e+14 3.35480555878e-15
5.09435772943e+14 3.3670575773e-15
5.09553099811e+14 3.39838804588e-15
5.09670480734e+14 3.43779221924e-15
5.09787829062e+14 3.46501900428e-15
5.0990523144e+14 3.48238979239e-15
5.10022687904e+14 3.4471858965e-15
5.10140111686e+14 3.41547860736e-15
5.10257589549e+14 3.41265380015e-15
5.10375121532e+14 3.39483314006e-15
5.10492620744e+14 3.38394763775e-15
5.1061017407e+14 3.33503587894e-15
5.1072769454e+14 3.3155465234e-15
5.10845356166e+14 3.29837596711e-15
5.10962984931e+14 3.26568292059e-15
5.11080667879e+14 3.2416531414e-15
5.11198405048e+14 3.22051353596e-15
5.11316109267e+14 3.19709466461e-15
5.11433867702e+14 3.19840283297e-15
5.11551593102e+14 3.17329222917e-15
5.1166946004e+14 3.14648666958e-15
5.11787206569e+14 3.12371669825e-15
5.11905094711e+14 3.12161300429e-15
5.12022949726e+14 3.12007870394e-15
5.12140946511e+14 3.1185494871e-15
5.12258822633e+14 3.09011120726e-15
5.12376753029e+14 3.08458534747e-15
5.12494825347e+14 3.08192856235e-15
5.12612776793e+14 3.07355737992e-15
5.12730870236e+14 3.05719040518e-15
5.12848930372e+14 3.02884189259e-15
5.12967044888e+14 3.02678485732e-15
5.1308512601e+14 3.02872500129e-15
5.13203349361e+14 3.0169697981e-15
5.13321539312e+14 3.00693614998e-15
5.13439695778e+14 2.98893241767e-15
5.13557906652e+14 2.9982896301e-15
5.13676259986e+14 2.98315637242e-15
5.13794491772e+14 2.9851075441e-15
5.13912866093e+14 2.97624570364e-15
5.14031118697e+14 2.96967338385e-15
5.14149513912e+14 2.98015098731e-15
5.14267963679e+14 2.97016559472e-15
5.14386379777e+14 2.96587375522e-15
5.1450485042e+14 2.94625974607e-15
5.14623287307e+14 2.94140897894e-15
5.14741867114e+14 2.9382676336e-15
5.14860324738e+14 2.93002892192e-15
5.14978925357e+14 2.92065708143e-15
5.1509758063e+14 2.91752783587e-15
5.15216113506e+14 2.92459114337e-15
5.15334789532e+14 2.92994869835e-15
5.15453431617e+14 2.90363272384e-15
5.15572217009e+14 2.87507805391e-15
5.15690879748e+14 2.87480030394e-15
5.15809597122e+14 2.87226297103e-15
5.15928369168e+14 2.86972706063e-15
5.16047284754e+14 2.88073265421e-15
5.16166077428e+14 2.89511852828e-15
5.16284924807e+14 2.88411846841e-15
5.16403826928e+14 2.87819850933e-15
5.16522783828e+14 2.86890968018e-15
5.16641706512e+14 2.86131259048e-15
5.16760683968e+14 2.86385499147e-15
5.16879716237e+14 2.86132695858e-15
5.16998714196e+14 2.85149917642e-15
5.17117766961e+14 2.84954020285e-15
5.17236874568e+14 2.84758774286e-15
5.17355947776e+14 2.83328722717e-15
5.17475075819e+14 2.83189870875e-15
5.17594258737e+14 2.82883364566e-15
5.17713407163e+14 2.8179232837e-15
5.17832699902e+14 2.80590044345e-15
5.17951958143e+14 2.80172972115e-15
5.18071181799e+14 2.80987876838e-15
5.18190460354e+14 2.81857897694e-15
5.18309793847e+14 2.8323039466e-15
5.18429182314e+14 2.82197671712e-15
5.18548625794e+14 2.83065665873e-15
5.18668034591e+14 2.81587626892e-15
5.18787408619e+14 2.82120158538e-15
5.18906927426e+14 2.79750362123e-15
5.19026411457e+14 2.78777137615e-15
5.19145860625e+14 2.80091108565e-15
5.19265454728e+14 2.79787132435e-15
5.19385103945e+14 2.79706697305e-15
5.19504718289e+14 2.78846370628e-15
5.19624297675e+14 2.78154341278e-15
5.19743932123e+14 2.77073510676e-15
5.1986371182e+14 2.78049978466e-15
5.19983366358e+14 2.78526075634e-15
5.20103075989e+14 2.78835012383e-15
5.20222840752e+14 2.78699423901e-15
5.20342660684e+14 2.78730352016e-15
5.20462535824e+14 2.79038502493e-15
5.20582375812e+14 2.80011685767e-15
5.20702271e+14 2.81039300933e-15
5.20822130946e+14 2.81567456433e-15
5.20942136608e+14 2.82094938341e-15
5.21062016456e+14 2.79246279864e-15
5.21182042098e+14 2.78612651935e-15
5.21302123047e+14 2.78698833726e-15
5.21422168652e+14 2.7988967022e-15
5.21542269559e+14 2.78372636043e-15
5.21662335032e+14 2.78845228638e-15
5.21782455798e+14 2.79813434427e-15
5.21902631897e+14 2.7868504717e-15
5.22022772467e+14 2.77777702947e-15
5.22142968362e+14 2.78249442892e-15
5.22263219619e+14 2.76682475366e-15
5.22383435254e+14 2.77704261923e-15
5.22503797311e+14 2.77789871982e-15
5.22624123737e+14 2.78480521828e-15
5.22744414445e+14 2.78785651624e-15
5.22864851732e+14 2.77771289638e-15
5.22985253294e+14 2.77417079068e-15
5.23105710319e+14 2.79753636525e-15
5.23226222845e+14 2.82307487241e-15
5.2334660819e+14 2.82390473851e-15
5.23467140348e+14 2.82034531978e-15
5.23587728038e+14 2.82117289953e-15
5.23708279813e+14 2.81542590553e-15
5.23828887112e+14 2.83597227373e-15
5.23949549974e+14 2.85977727186e-15
5.24070176825e+14 2.87207200331e-15
5.24190859231e+14 2.8581127685e-15
5.24311505534e+14 2.83268313821e-15
5.24432299125e+14 2.81656781697e-15
5.24553056605e+14 2.80646864331e-15
5.24673869709e+14 2.79529171208e-15
5.24794738477e+14 2.79721760079e-15
5.24915571037e+14 2.79968166041e-15
5.25036459253e+14 2.80650846671e-15
5.25157311169e+14 2.79044722857e-15
5.25278310769e+14 2.77548802257e-15
5.25399274061e+14 2.77850472288e-15
5.25520200958e+14 2.785327114e-15
5.25641275696e+14 2.79540418234e-15
5.2576231403e+14 2.78699126476e-15
5.25883408119e+14 2.77152227277e-15
5.26004465711e+14 2.77181613428e-15
5.26125671384e+14 2.76667984799e-15
5.26246748177e+14 2.75992711939e-15
5.26367973127e+14 2.74395419115e-15
5.26489161479e+14 2.74534175822e-15
5.26610405648e+14 2.75919407448e-15
5.26731705672e+14 2.75515606087e-15
5.26852969e+14 2.74030117432e-15
5.26974380807e+14 2.74006121576e-15
5.27095663237e+14 2.7344198766e-15
5.27217094222e+14 2.74499321347e-15
5.27338488411e+14 2.75178015098e-15
5.27459845713e+14 2.74829979896e-15
5.2758135173e+14 2.75075873261e-15
5.2770291374e+14 2.77263877433e-15
5.27824438851e+14 2.7907181694e-15
5.27945926974e+14 2.78021592064e-15
5.28067564052e+14 2.78049782812e-15
5.28189164133e+14 2.76623819501e-15
5.28310820229e+14 2.74553633635e-15
5.28432439235e+14 2.74475697482e-15
5.28554114248e+14 2.74666658825e-15
5.28675845307e+14 2.75179904041e-15
5.28797539178e+14 2.76176284225e-15
5.28919382401e+14 2.74808931932e-15
5.29041188428e+14 2.74408616492e-15
5.29162957167e+14 2.73687262231e-15
5.29284875419e+14 2.72858583733e-15
5.29406756375e+14 2.72942575366e-15
5.29528599945e+14 2.73293887625e-15
5.29650593186e+14 2.73966589601e-15
5.29772549033e+14 2.74316933501e-15
5.29894561056e+14 2.73222610044e-15
5.30016629292e+14 2.73252417458e-15
5.30138660035e+14 2.73135187774e-15
5.30260746982e+14 2.73436924938e-15
5.30382890175e+14 2.72189339139e-15
5.30504995773e+14 2.70782748294e-15
5.30627157608e+14 2.71084988063e-15
5.30749281753e+14 2.71546975347e-15
5.30871556132e+14 2.71155329899e-15
5.30993792813e+14 2.70231159592e-15
5.31116085799e+14 2.69733874021e-15
5.31238435129e+14 2.70195288669e-15
5.3136074666e+14 2.70656288296e-15
5.31483114527e+14 2.72446563551e-15
5.316054445e+14 2.72480691213e-15
5.31727925109e+14 2.70760902601e-15
5.31850367816e+14 2.70954955729e-15
5.31972866927e+14 2.71892053688e-15
5.32095328039e+14 2.72669091704e-15
5.32217845546e+14 2.72119210877e-15
5.32340419487e+14 2.71092567444e-15
5.324630499e+14 2.71179695684e-15
5.3258564221e+14 2.71531610966e-15
5.32708290983e+14 2.71565433663e-15
5.32830901557e+14 2.7191677152e-15
5.32953663331e+14 2.71527026526e-15
5.33076386896e+14 2.70979028663e-15
5.33199166993e+14 2.6979725384e-15
5.33321908785e+14 2.70412636724e-15
5.33444802021e+14 2.71291275581e-15
5.33567561978e+14 2.71905329048e-15
5.33690473457e+14 2.72676891194e-15
5.33813346524e+14 2.72762288465e-15
5.33936276183e+14 2.72425890097e-15
5.34059262474e+14 2.7319598471e-15
5.34182305434e+14 2.72332970337e-15
5.34305309877e+14 2.72891798326e-15
5.34428275711e+14 2.71766705097e-15
5.3455139347e+14 2.70064056055e-15
5.34674472611e+14 2.6920391879e-15
5.34797608442e+14 2.70288251657e-15
5.34920801002e+14 2.70531340677e-15
5.35043954842e+14 2.7040681581e-15
5.35167165401e+14 2.71174167324e-15
5.35290337141e+14 2.71049385877e-15
5.35413661214e+14 2.7040040301e-15
5.35536946459e+14 2.70485477139e-15
5.35660288492e+14 2.69837275768e-15
5.35783687353e+14 2.68456811925e-15
5.35907047283e+14 2.69379571949e-15
5.36030464032e+14 2.70510568023e-15
5.36153841752e+14 2.70647428181e-15
5.36277372211e+14 2.70418267031e-15
5.36400863631e+14 2.72434812903e-15
5.36524315919e+14 2.72309454813e-15
5.36647921108e+14 2.71192750278e-15
5.36771487156e+14 2.72893103765e-15
5.3689511012e+14 2.716207093e-15
5.37018693844e+14 2.71131004427e-15
5.37142334474e+14 2.71683194438e-15
5.37266128336e+14 2.70881326621e-15
5.37389882942e+14 2.7117280779e-15
5.37513598199e+14 2.71776059204e-15
5.37637370432e+14 2.71702920373e-15
5.37761199679e+14 2.7085041159e-15
5.37884989473e+14 2.7129701891e-15
5.38008932824e+14 2.70445309228e-15
5.38132740116e+14 2.71462351885e-15
5.38256701043e+14 2.71544774754e-15
5.38380622407e+14 2.72974901075e-15
5.38504697575e+14 2.73367258541e-15
5.38628636396e+14 2.73293258538e-15
5.38752729099e+14 2.72753250689e-15
5.38876782131e+14 2.73455555137e-15
5.39000892304e+14 2.74053690079e-15
5.39124962707e+14 2.73514013439e-15
5.39249090242e+14 2.72923076155e-15
5.39373274947e+14 2.7357211482e-15
5.39497516863e+14 2.74736697168e-15
5.39621718899e+14 2.7610661516e-15
5.39745978134e+14 2.76134226312e-15
5.39870294609e+14 2.7373880076e-15
5.39994668364e+14 2.73715773665e-15
5.40119002128e+14 2.73898795671e-15
5.4024339316e+14 2.73669719039e-15
5.40367744101e+14 2.75036022332e-15
5.40492249745e+14 2.76298015214e-15
5.40616715287e+14 2.77970132138e-15
5.40741140632e+14 2.78304695044e-15
5.40865720843e+14 2.78125141298e-15
5.40990260848e+14 2.77381043e-15
5.41114858218e+14 2.76894115027e-15
5.41239415281e+14 2.78920910225e-15
5.41364127458e+14 2.80381708027e-15
5.41488799317e+14 2.79791418616e-15
5.41613430761e+14 2.79867548095e-15
5.41738217485e+14 2.79841024079e-15
5.41862963783e+14 2.79302805511e-15
5.41987669561e+14 2.78918543109e-15
5.42112530782e+14 2.79199082947e-15
5.42237351471e+14 2.79274966759e-15
5.42362229653e+14 2.78073718564e-15
5.42487165368e+14 2.77588263745e-15
5.42612060445e+14 2.76541916995e-15
5.42737013043e+14 2.7666963901e-15
5.42862023202e+14 2.76236321275e-15
5.42986992617e+14 2.75803414601e-15
5.43112117973e+14 2.75319780964e-15
5.43237202573e+14 2.75702151758e-15
5.43362246321e+14 2.75422598615e-15
5.43487347648e+14 2.75601024239e-15
5.43612506594e+14 2.7369458386e-15
5.43737723198e+14 2.73924286711e-15
5.43862898837e+14 2.73899803122e-15
5.43988132123e+14 2.72707451735e-15
5.44113423097e+14 2.7344463701e-15
5.44238771798e+14 2.72354873653e-15
5.4436407942e+14 2.72685836431e-15
5.44489444758e+14 2.72560282422e-15
5.44614867851e+14 2.71168325762e-15
5.44740249758e+14 2.70942243562e-15
5.4486568941e+14 2.71019947144e-15
5.44991186845e+14 2.70338683074e-15
5.45116642986e+14 2.70922159579e-15
5.452421569e+14 2.71353390661e-15
5.45367728626e+14 2.71278963506e-15
5.45493358206e+14 2.71154024358e-15
5.45618946376e+14 2.69918850877e-15
5.45744592387e+14 2.70248608878e-15
5.4587029628e+14 2.70225005679e-15
5.45995958654e+14 2.71511870784e-15
5.46121778383e+14 2.70782242117e-15
5.46247457052e+14 2.6960020206e-15
5.46373293156e+14 2.69979349463e-15
5.46499187249e+14 2.70458678802e-15
5.46624940035e+14 2.70283967988e-15
5.46750850421e+14 2.70008709093e-15
5.46876719066e+14 2.69231325211e-15
5.47002645676e+14 2.69408674694e-15
5.47128630293e+14 2.68682304009e-15
5.47254672957e+14 2.6996330584e-15
5.47380673763e+14 2.69939328446e-15
5.47506732603e+14 2.69714793127e-15
5.47632849518e+14 2.70843091205e-15
5.47758924465e+14 2.70568196136e-15
5.47885057475e+14 2.69792924634e-15
5.48011148414e+14 2.67967721839e-15
5.48137397624e+14 2.68344379953e-15
5.4826360475e+14 2.68620733509e-15
5.48389970321e+14 2.68297102287e-15
5.48516193436e+14 2.69871570477e-15
5.4864247467e+14 2.70246514286e-15
5.48768914516e+14 2.69922422648e-15
5.48895211657e+14 2.69449130257e-15
5.49021667489e+14 2.68627158086e-15
5.4914798042e+14 2.68603243868e-15
5.4927455276e+14 2.68877878078e-15
5.49400982093e+14 2.70098162415e-15
5.49527570371e+14 2.71267382893e-15
5.49654116221e+14 2.69302381885e-15
5.49780619544e+14 2.69675562171e-15
5.49907281979e+14 2.70992265121e-15
5.50033901875e+14 2.71016504613e-15
5.50160580095e+14 2.72331305311e-15
5.50287215669e+14 2.74637275091e-15
5.50414010611e+14 2.74163589138e-15
5.50540762895e+14 2.73789498e-15
5.50667472422e+14 2.73465314455e-15
5.50794341484e+14 2.74478470184e-15
5.50921167776e+14 2.73560043896e-15
5.51048052489e+14 2.72790820269e-15
5.51174995661e+14 2.73703810081e-15
5.51301794571e+14 2.74072279675e-15
5.51428854691e+14 2.75181317311e-15
5.51555770443e+14 2.74708958437e-15
5.51682846152e+14 2.74384948737e-15
5.51809777292e+14 2.77022043524e-15
5.51936868469e+14 2.78522112367e-15
5.52064018203e+14 2.78147333276e-15
5.52191124824e+14 2.7772363645e-15
5.52318289988e+14 2.77743527712e-15
5.52445513737e+14 2.78551014021e-15
5.5257269426e+14 2.7901331014e-15
5.52699933354e+14 2.7873730143e-15
5.52827231059e+14 2.79149745693e-15
5.52954587416e+14 2.77743513631e-15
5.53081900428e+14 2.77222716676e-15
5.5320927208e+14 2.77438743696e-15
5.53336702411e+14 2.7667302551e-15
5.53464089283e+14 2.76938082989e-15
5.53591534822e+14 2.75781004185e-15
5.53719039068e+14 2.76928145355e-15
5.53846499742e+14 2.74890375526e-15
5.53974121477e+14 2.74714774389e-15
5.54101699627e+14 2.74294661561e-15
5.54229234091e+14 2.74119524454e-15
5.54356827276e+14 2.75362342805e-15
5.54484479223e+14 2.74991221261e-15
5.54612292575e+14 2.73887540884e-15
5.54739959565e+14 2.74689165325e-15
5.54867685344e+14 2.73635470701e-15
5.54995572697e+14 2.73411817889e-15
5.55123313433e+14 2.73334759028e-15
5.55251112984e+14 2.74183651065e-15
5.55379074279e+14 2.74641871558e-15
5.555068887e+14 2.7548930809e-15
5.55634761963e+14 2.75167849701e-15
5.5576279714e+14 2.73970880656e-15
5.55890788261e+14 2.74185095282e-15
5.56018735224e+14 2.75468340982e-15
5.5614684427e+14 2.76264433221e-15
5.56274909144e+14 2.7531179557e-15
5.56403033011e+14 2.75233550656e-15
5.56531112598e+14 2.75009858859e-15
5.56659354526e+14 2.74640717016e-15
5.56787448752e+14 2.75338294981e-15
5.56915705399e+14 2.76180373756e-15
5.57043917645e+14 2.76101675946e-15
5.57172188937e+14 2.78007346729e-15
5.57300519318e+14 2.79330646785e-15
5.57428908827e+14 2.7823488749e-15
5.57557253811e+14 2.79121795926e-15
5.5768565791e+14 2.7995948865e-15
5.57814017374e+14 2.79927236221e-15
5.5794243594e+14 2.81294640489e-15
5.58071017534e+14 2.81116788975e-15
5.58199450538e+14 2.8200009691e-15
5.58328046652e+14 2.83798186134e-15
5.58456702031e+14 2.84052857969e-15
5.5858520856e+14 2.85270517619e-15
5.5871387837e+14 2.85042873442e-15
5.58842503297e+14 2.85633336614e-15
5.58971187461e+14 2.85165216983e-15
5.59099930903e+14 2.84985836198e-15
5.59228733664e+14 2.85094795651e-15
5.59357491418e+14 2.83522894462e-15
5.59486308477e+14 2.84928353834e-15
5.59615184881e+14 2.85564781234e-15
5.59744016162e+14 2.85481300443e-15
5.59872906773e+14 2.85685408511e-15
5.60001856757e+14 2.86176708148e-15
5.601307615e+14 2.85613998681e-15
5.602597256e+14 2.85482524969e-15
5.603887491e+14 2.86690757962e-15
5.60517832039e+14 2.87515198874e-15
5.60646974459e+14 2.86522331134e-15
5.60776071506e+14 2.88062707998e-15
5.60905228019e+14 2.88646424826e-15
5.61034339047e+14 2.89516033791e-15
5.61163509528e+14 2.90718745398e-15
5.61292844591e+14 2.92635521819e-15
5.61422029009e+14 2.93358918571e-15
5.61551272907e+14 2.93462136461e-15
5.61680681558e+14 2.94850951032e-15
5.61810044584e+14 2.95143615508e-15
5.61939361881e+14 2.96720738697e-15
5.62068844104e+14 2.96869404885e-15
5.62198175154e+14 2.97873748223e-15
5.62327671213e+14 2.9949467162e-15
5.62457226941e+14 3.01351478578e-15
5.62586736806e+14 3.03349010395e-15
5.62716200703e+14 3.04111005401e-15
5.6284582987e+14 3.04113228053e-15
5.62975413055e+14 3.04399907681e-15
5.6310505592e+14 3.03738524554e-15
5.63234758508e+14 3.0397755616e-15
5.63364414994e+14 3.06583459525e-15
5.63494237102e+14 3.05448496561e-15
5.63623907129e+14 3.05402562635e-15
5.63753742861e+14 3.05640115858e-15
5.63883638424e+14 3.05546572632e-15
5.64013381639e+14 3.0502815473e-15
5.64143290732e+14 3.04793267404e-15
5.64273259682e+14 3.04605688518e-15
5.64403182275e+14 3.04229630537e-15
5.6453316471e+14 3.03429511016e-15
5.64663207029e+14 3.04467865912e-15
5.64793202869e+14 3.04092214801e-15
5.64923258577e+14 3.03528490485e-15
5.65053267694e+14 3.03294715267e-15
5.65183443215e+14 3.01555752829e-15
5.65313572129e+14 2.99254222148e-15
5.65443867628e+14 2.99774238383e-15
5.65574009806e+14 3.00434823417e-15
5.65704211904e+14 3.0142335988e-15
5.65834580761e+14 3.02223060322e-15
5.65964796029e+14 3.04194842855e-15
5.66095178138e+14 3.03632763033e-15
5.66225513389e+14 3.02133933413e-15
5.66355908669e+14 3.02463252371e-15
5.6648636402e+14 3.03073098627e-15
5.66616879484e+14 3.03869485016e-15
5.66747240819e+14 3.03963601097e-15
5.66877769342e+14 3.03870393186e-15
5.67008250764e+14 3.05553218114e-15
5.67138899556e+14 3.05225603216e-15
5.67269501231e+14 3.05972222741e-15
5.6740016307e+14 3.0793148869e-15
5.67530885115e+14 3.07463107904e-15
5.67661559919e+14 3.07694588799e-15
5.67792294914e+14 3.07226668954e-15
5.67922982553e+14 3.06619444843e-15
5.68053838003e+14 3.05733187659e-15
5.68184538396e+14 3.0545292227e-15
5.68315406683e+14 3.03684054695e-15
5.68446335268e+14 3.0242820624e-15
5.6857721636e+14 3.02521377032e-15
5.68708157734e+14 3.02660821872e-15
5.68839159433e+14 3.01546307785e-15
